                                                                                Step 
variable                                                                           0     1     2 
Audio_Level31                                                                      0     0     1 
Battery_Depleted                                                               false false false 
Battery_Depleted0                                                               true  true  true 
Battery_Depleted1                                                               true  true  true 
Battery_Depleted2                                                               true  true  true 
Battery_Depleted3                                                               true  true  true 
Battery_Depleted4                                                               true  true  true 
Battery_Depleted5                                                               true  true false 
Battery_Depleted6                                                               true false false 
Battery_Depleted7                                                               true  true  true 
Battery_Depleted8                                                               true  true  true 
Battery_Depleted9                                                               true  true  true 
Battery_Depleted10                                                              true  true  true 
Battery_Depleted11                                                             false false false 
Battery_Depleted12                                                              true  true  true 
Battery_Depleted13                                                              true  true  true 
Battery_Depleted14                                                              true  true  true 
Battery_Depleted15                                                             false false false 
Battery_Depleted16                                                              true  true  true 
Battery_Depleted17                                                              true  true  true 
Battery_Depleted18                                                              true  true  true 
Battery_Depleted19                                                              true  true  true 
Battery_Depleted20                                                              true  true  true 
Battery_Depleted21                                                             false false false 
Battery_Depleted22                                                              true  true  true 
Battery_Depleted23                                                              true  true  true 
Battery_Depleted24                                                              true  true  true 
Battery_Depleted25                                                             false  true false 
Battery_Depleted26                                                              true  true  true 
Battery_Depleted27                                                              true  true  true 
Battery_Depleted28                                                             false false false 
Battery_Depleted29                                                              true  true  true 
Battery_Depleted30                                                              true false  true 
Battery_Depleted31                                                             false  true false 
Battery_Low                                                                    false false false 
Battery_Low0                                                                    true  true  true 
Battery_Low1                                                                    true  true  true 
Battery_Low2                                                                    true  true  true 
Battery_Low3                                                                   false false false 
Battery_Low4                                                                    true  true  true 
Battery_Low5                                                                   false false false 
Battery_Low6                                                                   false false false 
Battery_Low7                                                                   false false false 
Battery_Low8                                                                    true  true  true 
Battery_Low9                                                                    true  true  true 
Battery_Low10                                                                   true  true  true 
Battery_Low11                                                                   true  true  true 
Battery_Low12                                                                   true  true  true 
Battery_Low13                                                                  false false false 
Battery_Low14                                                                   true  true  true 
Battery_Low15                                                                  false false false 
Battery_Low16                                                                  false false false 
Battery_Low17                                                                  false false false 
Battery_Low18                                                                   true  true  true 
Battery_Low19                                                                  false false false 
Battery_Low20                                                                   true  true  true 
Battery_Low21                                                                  false false false 
Battery_Low22                                                                   true  true  true 
Battery_Low23                                                                  false false false 
Battery_Low24                                                                  false false false 
Battery_Low25                                                                  false false false 
Battery_Low26                                                                   true  true  true 
Battery_Low27                                                                   true  true  true 
Battery_Low28                                                                  false false false 
Battery_Low29                                                                   true  true  true 
Battery_Low30                                                                  false false false 
Battery_Low31                                                                  false false false 
Battery_Unable_To_Charge                                                       false false false 
Battery_Unable_To_Charge0                                                       true  true  true 
Battery_Unable_To_Charge1                                                       true  true  true 
Battery_Unable_To_Charge2                                                       true  true  true 
Battery_Unable_To_Charge3                                                      false false false 
Battery_Unable_To_Charge4                                                       true  true  true 
Battery_Unable_To_Charge5                                                      false false false 
Battery_Unable_To_Charge6                                                      false false  true 
Battery_Unable_To_Charge7                                                      false false false 
Battery_Unable_To_Charge8                                                       true  true  true 
Battery_Unable_To_Charge9                                                       true  true  true 
Battery_Unable_To_Charge10                                                      true  true  true 
Battery_Unable_To_Charge11                                                      true  true  true 
Battery_Unable_To_Charge12                                                      true  true  true 
Battery_Unable_To_Charge13                                                     false false false 
Battery_Unable_To_Charge14                                                     false false false 
Battery_Unable_To_Charge15                                                     false false false 
Battery_Unable_To_Charge16                                                     false false false 
Battery_Unable_To_Charge17                                                     false false false 
Battery_Unable_To_Charge18                                                      true  true  true 
Battery_Unable_To_Charge19                                                      true  true  true 
Battery_Unable_To_Charge20                                                      true  true  true 
Battery_Unable_To_Charge21                                                     false false false 
Battery_Unable_To_Charge22                                                      true  true  true 
Battery_Unable_To_Charge23                                                     false false false 
Battery_Unable_To_Charge24                                                     false false false 
Battery_Unable_To_Charge25                                                     false false false 
Battery_Unable_To_Charge26                                                     false false false 
Battery_Unable_To_Charge27                                                      true  true  true 
Battery_Unable_To_Charge28                                                     false false false 
Battery_Unable_To_Charge29                                                     false false false 
Battery_Unable_To_Charge30                                                     false false  true 
Battery_Unable_To_Charge31                                                     false false  true 
CPU_In_Error                                                                   false false false 
CPU_In_Error0                                                                   true  true  true 
CPU_In_Error1                                                                   true  true  true 
CPU_In_Error2                                                                   true  true  true 
CPU_In_Error3                                                                   true  true  true 
CPU_In_Error4                                                                   true  true  true 
CPU_In_Error5                                                                  false  true false 
CPU_In_Error6                                                                   true false false 
CPU_In_Error7                                                                   true  true  true 
CPU_In_Error8                                                                   true  true  true 
CPU_In_Error9                                                                   true  true  true 
CPU_In_Error10                                                                  true  true  true 
CPU_In_Error11                                                                 false false false 
CPU_In_Error12                                                                  true  true  true 
CPU_In_Error13                                                                  true  true  true 
CPU_In_Error14                                                                  true  true  true 
CPU_In_Error15                                                                 false false false 
CPU_In_Error16                                                                  true  true  true 
CPU_In_Error17                                                                  true  true  true 
CPU_In_Error18                                                                  true  true  true 
CPU_In_Error19                                                                  true  true  true 
CPU_In_Error20                                                                  true  true  true 
CPU_In_Error21                                                                 false false false 
CPU_In_Error22                                                                  true  true  true 
CPU_In_Error23                                                                  true  true  true 
CPU_In_Error24                                                                  true false false 
CPU_In_Error25                                                                 false  true false 
CPU_In_Error26                                                                  true  true  true 
CPU_In_Error27                                                                  true  true  true 
CPU_In_Error28                                                                 false  true  true 
CPU_In_Error29                                                                  true  true  true 
CPU_In_Error30                                                                  true false  true 
CPU_In_Error31                                                                 false  true false 
Check_spec~0.Air_In_Line                                                       false false false 
Check_spec~0.Air_Pressure                                                       true  true  true 
Check_spec~0.Audio_Enable_Duration                                                 0     0     0 
Check_spec~0.Audio_Level                                                           1     1     1 
Check_spec~0.Battery_Depleted                                                   true  true  true 
Check_spec~0.Battery_Low                                                        true  true  true 
Check_spec~0.Battery_Unable_To_Charge                                           true  true  true 
Check_spec~0.CPU_In_Error                                                       true  true  true 
Check_spec~0.Commanded_Flow_Rate                                                   0     0     0 
Check_spec~0.Config_Timer                                                          0     0     0 
Check_spec~0.Config_Warning_Duration                                               0     0     0 
Check_spec~0.Current_System_Mode                                                   9     9     9 
Check_spec~0.Disable_Audio                                                         0     0     0 
Check_spec~0.Door_Open                                                          true  true  true 
Check_spec~0.Flow_Rate                                                           254   254   254 
Check_spec~0.Flow_Rate_High                                                      254   254   254 
Check_spec~0.Flow_Rate_Low                                                       255   255   255 
Check_spec~0.Flow_Rate_Not_Stable                                               true  true  true 
Check_spec~0.H_discovery~0.in                                                   true  true  true 
Check_spec~0.H_discovery~0.out                                                  true  true  true 
Check_spec~0.Humidity                                                           true  true  true 
Check_spec~0.In_Therapy                                                         true  true  true 
Check_spec~0.Infusion_Initiate                                                  true  true  true 
Check_spec~0.Logging_Failed                                                     true  true  true 
Check_spec~0.Low_Reservoir                                                         1     1     1 
Check_spec~0.Max_Duration_Over_Infusion                                            0     0     0 
Check_spec~0.Max_Duration_Under_Infusion                                           0     0     0 
Check_spec~0.Max_Idle_Duration                                                     2     2     2 
Check_spec~0.Max_Paused_Duration                                                   2     2     2 
Check_spec~0.Memory_Corrupted                                                   true  true  true 
Check_spec~0.Notification_Cancel                                                true  true  true 
Check_spec~0.Occlusion                                                          true  true  true 
Check_spec~0.Pump_Overheated                                                    true  true  true 
Check_spec~0.Pump_Too_Hot                                                       true  true  true 
Check_spec~0.RTC_In_Error                                                       true  true  true 
Check_spec~0.Reservoir_Empty                                                   false false false 
Check_spec~0.Reservoir_Volume                                                      0     0     0 
Check_spec~0.Supply_Voltage                                                     true  true  true 
Check_spec~0.System_Monitor_Failed                                              true  true  true 
Check_spec~0.System_On                                                          true  true  true 
Check_spec~0.T_node~0.Air_In_Line                                              false false false 
Check_spec~0.T_node~0.Air_Pressure                                              true  true  true 
Check_spec~0.T_node~0.Audio_Enable_Duration                                        0     0     0 
Check_spec~0.T_node~0.Audio_Level                                                  1     1     1 
Check_spec~0.T_node~0.Battery_Depleted                                          true  true  true 
Check_spec~0.T_node~0.Battery_Low                                               true  true  true 
Check_spec~0.T_node~0.Battery_Unable_To_Charge                                  true  true  true 
Check_spec~0.T_node~0.CPU_In_Error                                              true  true  true 
Check_spec~0.T_node~0.Commanded_Flow_Rate                                          0     0     0 
Check_spec~0.T_node~0.Config_Timer                                                 0     0     0 
Check_spec~0.T_node~0.Config_Warning_Duration                                      0     0     0 
Check_spec~0.T_node~0.Current_System_Mode                                          9     9     9 
Check_spec~0.T_node~0.Disable_Audio                                                0     0     0 
Check_spec~0.T_node~0.Door_Open                                                 true  true  true 
Check_spec~0.T_node~0.Flow_Rate                                                  254   254   254 
Check_spec~0.T_node~0.Flow_Rate_High                                             254   254   254 
Check_spec~0.T_node~0.Flow_Rate_Low                                              255   255   255 
Check_spec~0.T_node~0.Flow_Rate_Not_Stable                                      true  true  true 
Check_spec~0.T_node~0.Humidity                                                  true  true  true 
Check_spec~0.T_node~0.In_Therapy                                                true  true  true 
Check_spec~0.T_node~0.Infusion_Initiate                                         true  true  true 
Check_spec~0.T_node~0.Logging_Failed                                            true  true  true 
Check_spec~0.T_node~0.Low_Reservoir                                                1     1     1 
Check_spec~0.T_node~0.Max_Duration_Over_Infusion                                   0     0     0 
Check_spec~0.T_node~0.Max_Duration_Under_Infusion                                  0     0     0 
Check_spec~0.T_node~0.Max_Idle_Duration                                            2     2     2 
Check_spec~0.T_node~0.Max_Paused_Duration                                          2     2     2 
Check_spec~0.T_node~0.Memory_Corrupted                                          true  true  true 
Check_spec~0.T_node~0.Notification_Cancel                                       true  true  true 
Check_spec~0.T_node~0.Occlusion                                                 true  true  true 
Check_spec~0.T_node~0.Pump_Overheated                                           true  true  true 
Check_spec~0.T_node~0.Pump_Too_Hot                                              true  true  true 
Check_spec~0.T_node~0.RTC_In_Error                                              true  true  true 
Check_spec~0.T_node~0.Reservoir_Empty                                          false false false 
Check_spec~0.T_node~0.Reservoir_Volume                                             0     0     0 
Check_spec~0.T_node~0.Supply_Voltage                                            true  true  true 
Check_spec~0.T_node~0.System_Monitor_Failed                                     true  true  true 
Check_spec~0.T_node~0.System_On                                                 true  true  true 
Check_spec~0.T_node~0.Temp                                                      true  true  true 
Check_spec~0.T_node~0.Tolerance_Max                                               99    99    99 
Check_spec~0.T_node~0.Tolerance_Min                                              100   100   100 
Check_spec~0.T_node~0.VTBI_High                                                    0     0     0 
Check_spec~0.T_node~0.Volume_Infused                                               0     0     0 
Check_spec~0.T_node~0.Watchdog_Interrupted                                      true  true  true 
Check_spec~0.T_node~0.const_hole_1_1                                               0     0     0 
Check_spec~0.T_node~0.const_hole_1_6                                               4     4     4 
Check_spec~0.T_node~0.const_hole_3_3                                               0     0     0 
Check_spec~0.T_node~0.const_hole_3_8                                               1     1     1 
Check_spec~0.T_node~0.inner_hole_0_0                                               7     7     7 
Check_spec~0.T_node~0.inner_hole_0_5                                              30    30    30 
Check_spec~0.T_node~0.inner_hole_2_2                                              10    10    10 
Check_spec~0.T_node~0.inner_hole_2_7                                              30    30    30 
Check_spec~0.T_node~0.inner_hole_4_4                                               3     3     3 
Check_spec~0.T_node~0.inner_hole_4_9                                               3     3     3 
Check_spec~0.T_node~0.out_Audio_Notification_Command                               1     1     1 
Check_spec~0.T_node~0.out_Highest_Level_Alarm                                      4     4     4 
Check_spec~0.T_node~0.out_Is_Audio_Disabled                                        0     0     0 
Check_spec~0.T_node~0.out_Log_Message_ID5                                          0     0     0 
Check_spec~0.T_node~0.out_Notification_Message                                     2     2     2 
Check_spec~0.T_node~0.p1                                                        true  true  true 
Check_spec~0.T_node~0.repairNode_5_0~0.Disable_Audio                               0     0     0 
Check_spec~0.T_node~0.repairNode_5_0~0.R                                        true  true  true 
Check_spec~0.T_node~0.repairNode_5_0~0.R_l                                      true  true  true 
Check_spec~0.T_node~0.repairNode_5_0~0.R_r                                      true  true  true 
Check_spec~0.T_node~0.repairNode_5_0~0.System_On                                true  true  true 
Check_spec~0.T_node~0.repairNode_5_0~0.const_hole_1_1                              0     0     0 
Check_spec~0.T_node~0.repairNode_5_0~0.const_hole_3_3                              0     0     0 
Check_spec~0.T_node~0.repairNode_5_0~0.inner_hole_0_0                              7     7     7 
Check_spec~0.T_node~0.repairNode_5_0~0.inner_hole_2_2                             10    10    10 
Check_spec~0.T_node~0.repairNode_5_0~0.inner_hole_4_4                              3     3     3 
Check_spec~0.T_node~0.repairNode_759_0~0.Disable_Audio                             0     0     0 
Check_spec~0.T_node~0.repairNode_759_0~0.R                                      true  true  true 
Check_spec~0.T_node~0.repairNode_759_0~0.R_l                                   false false false 
Check_spec~0.T_node~0.repairNode_759_0~0.R_r                                   false false false 
Check_spec~0.T_node~0.repairNode_759_0~0.const_hole_1_6                            4     4     4 
Check_spec~0.T_node~0.repairNode_759_0~0.const_hole_3_8                            1     1     1 
Check_spec~0.T_node~0.repairNode_759_0~0.inner_hole_0_5                           30    30    30 
Check_spec~0.T_node~0.repairNode_759_0~0.inner_hole_2_7                           30    30    30 
Check_spec~0.T_node~0.repairNode_759_0~0.inner_hole_4_9                            3     3     3 
Check_spec~0.T_node~0.repairNode_759_0~0.out_Audio_Notification_Command            1     1     1 
Check_spec~0.T_node~0.repairNode_759_0~0.out_Is_Audio_Disabled                     0     0     0 
Check_spec~0.Temp                                                               true  true  true 
Check_spec~0.Tolerance_Max                                                        99    99    99 
Check_spec~0.Tolerance_Min                                                       100   100   100 
Check_spec~0.VTBI_High                                                             0     0     0 
Check_spec~0.Volume_Infused                                                        0     0     0 
Check_spec~0.Watchdog_Interrupted                                               true  true  true 
Check_spec~0.const_hole_1_1                                                        0     0     0 
Check_spec~0.const_hole_1_6                                                        4     4     4 
Check_spec~0.const_hole_3_3                                                        0     0     0 
Check_spec~0.const_hole_3_8                                                        1     1     1 
Check_spec~0.inner_hole_0_0                                                        7     7     7 
Check_spec~0.inner_hole_0_5                                                       30    30    30 
Check_spec~0.inner_hole_2_2                                                       10    10    10 
Check_spec~0.inner_hole_2_7                                                       30    30    30 
Check_spec~0.inner_hole_4_4                                                        3     3     3 
Check_spec~0.inner_hole_4_9                                                        3     3     3 
Check_spec~0.k                                                                     0     0     0 
Check_spec~0.out_Audio_Notification_Command                                        1     1     1 
Check_spec~0.out_Highest_Level_Alarm                                               4     4     4 
Check_spec~0.out_Is_Audio_Disabled                                                 0     0     0 
Check_spec~0.out_Log_Message_ID5                                                   0     0     0 
Check_spec~0.out_Notification_Message                                              2     2     2 
Check_spec~0.p1                                                                 true  true  true 
Check_spec~0.step                                                                  0     1     2 
Check_spec~0.stepOK                                                             true  true  true 
Check_spec~1.Air_In_Line                                                        true  true  true 
Check_spec~1.Air_Pressure                                                       true  true  true 
Check_spec~1.Audio_Enable_Duration                                                 0     0     0 
Check_spec~1.Audio_Level                                                           0     0     0 
Check_spec~1.Battery_Depleted                                                   true  true  true 
Check_spec~1.Battery_Low                                                        true  true  true 
Check_spec~1.Battery_Unable_To_Charge                                           true  true  true 
Check_spec~1.CPU_In_Error                                                       true  true  true 
Check_spec~1.Commanded_Flow_Rate                                                   0     0     0 
Check_spec~1.Config_Timer                                                          0     0     0 
Check_spec~1.Config_Warning_Duration                                               0     0     0 
Check_spec~1.Current_System_Mode                                                   1     1     1 
Check_spec~1.Disable_Audio                                                         3     3     3 
Check_spec~1.Door_Open                                                          true  true  true 
Check_spec~1.Flow_Rate                                                           254   254   254 
Check_spec~1.Flow_Rate_High                                                      253   253   253 
Check_spec~1.Flow_Rate_Low                                                       255   255   255 
Check_spec~1.Flow_Rate_Not_Stable                                              false false false 
Check_spec~1.H_discovery~0.in                                                   true  true  true 
Check_spec~1.H_discovery~0.out                                                  true  true  true 
Check_spec~1.Humidity                                                           true  true  true 
Check_spec~1.In_Therapy                                                         true  true  true 
Check_spec~1.Infusion_Initiate                                                  true  true  true 
Check_spec~1.Logging_Failed                                                     true  true  true 
Check_spec~1.Low_Reservoir                                                         1     1     1 
Check_spec~1.Max_Duration_Over_Infusion                                            0     0     0 
Check_spec~1.Max_Duration_Under_Infusion                                           0     0     0 
Check_spec~1.Max_Idle_Duration                                                     0     0     0 
Check_spec~1.Max_Paused_Duration                                                   0     0     0 
Check_spec~1.Memory_Corrupted                                                   true  true  true 
Check_spec~1.Notification_Cancel                                                true  true  true 
Check_spec~1.Occlusion                                                          true  true  true 
Check_spec~1.Pump_Overheated                                                    true  true  true 
Check_spec~1.Pump_Too_Hot                                                       true  true  true 
Check_spec~1.RTC_In_Error                                                       true  true  true 
Check_spec~1.Reservoir_Empty                                                    true  true  true 
Check_spec~1.Reservoir_Volume                                                      0     0     0 
Check_spec~1.Supply_Voltage                                                     true  true  true 
Check_spec~1.System_Monitor_Failed                                              true  true  true 
Check_spec~1.System_On                                                          true  true  true 
Check_spec~1.T_node~0.Air_In_Line                                               true  true  true 
Check_spec~1.T_node~0.Air_Pressure                                              true  true  true 
Check_spec~1.T_node~0.Audio_Enable_Duration                                        0     0     0 
Check_spec~1.T_node~0.Audio_Level                                                  0     0     0 
Check_spec~1.T_node~0.Battery_Depleted                                          true  true  true 
Check_spec~1.T_node~0.Battery_Low                                               true  true  true 
Check_spec~1.T_node~0.Battery_Unable_To_Charge                                  true  true  true 
Check_spec~1.T_node~0.CPU_In_Error                                              true  true  true 
